gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3477827127	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083557		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:45.365Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477826702	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.89007	16.2759							1972			1972	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0075097		Pytlak		CC_BY_4_0		Pytlak			2026-06-04T22:52:55.437Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477822100	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.472228	18.329995							1994			1994	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083602		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:05.264Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477822099	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1994			1994	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083594		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:44.975Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477822098	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1994			1994	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083576		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:45.003Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477822097	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083558		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:04.961Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477821135	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1995			1995	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083591		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:03.079Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477821134	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1996			1996	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083573		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:45.239Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477821133	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083555		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:04.912Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477820650	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.406454	16.923098							2000			2000	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0073835		Wysocki A.		CC_BY_4_0		Wysocki A.			2026-06-04T22:52:56.069Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477810089	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.472228	18.329995							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083600		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:55.371Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477810088	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.472228	18.329995							1994			1994	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083592		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:03.360Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477810087	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1996			1996	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083574		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:45.362Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477810086	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083556		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:04.666Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477809666	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.89007	16.2759							1960			1960	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0075096		Żukowski W.		CC_BY_4_0		Żukowski W.			2026-06-04T22:52:45.278Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477774934	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							2005			2005	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0000008		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:45.179Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477770906	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							2005			2005	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0000009		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:50.375Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477769120	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1996			1996	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083571		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:45.147Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477769119	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083553		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:55.325Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477768635	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.406454	16.923098							2000			2000	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0073833		Wysocki A.		CC_BY_4_0		Wysocki A.			2026-06-04T22:53:02.789Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477767084	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1994			1994	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083590		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:05.855Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477767083	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1996			1996	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083572		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:50.467Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477767082	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083554		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:04.546Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477766601	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.406454	16.923098							2000			2000	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0073834		Wysocki A.		CC_BY_4_0		Wysocki A.			2026-06-04T22:53:05.232Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477762105	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.472228	18.329995							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083588		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:55.723Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477762104	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083551		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:05.535Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477759075	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1994			1994	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083589		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:50.218Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477759074	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1995			1995	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083570		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:55.551Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477759073	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083552		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:05.844Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477758588	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.406454	16.923098							2000			2000	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0073832		Wysocki A.		CC_BY_4_0		Wysocki A.			2026-06-04T22:53:04.745Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477758087	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.472228	18.329995							1994			1994	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083587		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:55.273Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477758086	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1996			1996	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083569		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:05.172Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477758085	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1993			1993	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0083550		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:03.689Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477755909	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							2013			2013	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0000007		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:53:02.676Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477739939	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							1994-08-22	22	8	1994	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0039910		Celka Z.		CC_BY_4_0		Celka Z.			2026-06-04T22:52:44.932Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477737957	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.091055	17.012244							1994-08-27	27	8	1994	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0041044		Celka Z.		CC_BY_4_0		Celka Z.			2026-06-04T22:52:55.875Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477732274	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	52.330452	17.586473							1994-08-04	4	8	1994	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0027105		Celka Z.		CC_BY_4_0		Celka Z.			2026-06-04T22:52:50.206Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3477712960	84b18cce-083a-4464-bee8-25b2083a17cd		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo		SPECIES	Acer negundo L.	Acer negundo L.		PL			PRESENT		5480dea7-2a71-409b-a832-cbc5f1b5a2e6	53.06987	18.49042							2016			2016	3189866	3189866	HUMAN_OBSERVATION	AMU	NHC-BOT	NOT-V-0000022		Chmiel J.		CC_BY_4_0		Chmiel J.			2026-06-04T22:52:44.906Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
